case_name,year,link,classification,sme_or_ml_classified
Globalink Transportation and Logistics Worldwide LLP v DHL Project & Chartering Ltd [2019] EWHC 225 (Comm) (19 February 2019),2019,https://www.bailii.org/ew/cases/EWHC/Comm/2019/225.html,0,ml
Actavis Group PTC EHF & Ors v ICOS Corporation & Anor [2019] UKSC 15 (27 March 2019),2019,https://www.bailii.org/uk/cases/UKSC/2019/15.html,0,expert
Glaxo Wellcome UK Ltd & Anor v Sandoz Ltd & Ors [2019] EWHC 2545 (Ch) (04 October 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/2545.html,0,ml
Shelbourne v Cancer Research UK [2019] EWHC 842 (QB) (09 April 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/842.html,0,ml
"Eli Lilly And Company & Ors  v Genentech, Inc  [2019] EWHC 387 (Pat)  (01 March 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Patents/2019/387.html,0,ml
ZZZ v Yeovil District Hospital NHS Foundation Trust [2019] EWHC 1642 (QB) (26 June 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/1642.html,0,ml
Luton Borough Council v Altavon Luton Ltd  & Ors [2019] EWHC 2415 (Admin) (31 July 2019),2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/2415.html,0,ml
Commissioner Of Police For The Metropolis v Heathrow Airport Ltd & Ors [2019] EWHC 3686 (QB) (02 October 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/3686.html,0,ml
"Golding, R (On the Application Of) v Crown Court Sitting At Maidstone [2019] EWHC 2029 (Admin) (26 July 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/2029.html,1,ml
Okpara  v General Medical Council [2019] EWHC 2624 (Admin) (09 October 2019),2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/2624.html,0,ml
Canning v Criminal Cases Review Commission [2019] EWHC 2693 (Admin) (14 October 2019),2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/2693.html,1,ml
Swindon Borough Council v Secretary of State for Housing Communities and Local Government & Anor [2019] EWHC 1677 (Admin) (01 July 2019),2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/1677.html,0,ml
Davies v Wolverhampton Wanderers Football Club (1986) Ltd [2019] EWHC 1252 (Ch) (15 May 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/1252.html,0,ml
"Shu & Anor, R (On the Application Of) v The Secretary of State for Health And Social Care & Anor [2019] EWHC 3569 (Admin) (20 December 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/3569.html,0,ml
TD & Ors v The Secretary of State for Work And Pensions [2019] EWHC 462 (Admin) (01 March 2019),2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/462.html,0,ml
Orion Corporation v The Secretary of State for Health and Social Care & Anor [2019] EWHC 689 (Admin) (21 March 2019),2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/689.html,0,ml
"Friends of Antique Cultural Treasures Ltd, R (On the Application Of) v Secretary of State for the Environment Food And Rural Affairs (Rev 1) [2019] EWHC 2951 (Admin) (05 November 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/2951.html,1,ml
"Langton, R (On the Application Of) v The Secretary of State for Environment, Food And Rural Affairs & Anor (Rev 1)[2019] EWHC 597 (Admin) (13 March 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/597.html,1,ml
"Royal Society for the Protection of Birds, R (On the Application Of) v Natural England [2019] EWHC 585 (Admin) (15 March 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/585.html,1,ml
Staffordshire County Council v Sherratt & Anor [2019] EWHC 1416 (Admin) (28 February 2019),2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/1416.html,1,ml
Wilson & Ors v Beko Plc [2019] EWHC 3362 (QB) (10 December 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/3362.html,0,ml
"MAS Group Holdings Ltd & Ors, R (on the application of) v Barco De Vapor B.V. & Ors [2019] EWHC 158 (Admin) (04 February 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/158.html,1,expert
Chesterfield Poultry Ltd v Sheffield Magistrates Court [2019] EWHC 2953 (Admin) (06 November 2019),2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/2953.html,1,ml
Canada Goose UK Retail Ltd & Anor v Persons Unknown & Anor (Rev2) [2019] EWHC 2459 (QB) (20 September 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/2459.html,0,expert
Sequent Nominees Ltd (formerly Rotrust Nominees Ltd) v Hautford Ltd  [2019] UKSC 47 (30 October 2019),2019,https://www.bailii.org/uk/cases/UKSC/2019/47.html,0,expert
Kuddus v R. [2019] EWCA Crim 837 (16 May 2019),2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/837.html,0,expert
Birmingham City Council v Afsar & Ors (Rev 2)  [2019] EWHC 3217 (QB) (26 November 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/3217.html,0,ml
Jones  v Taunton And Somerset NHS Foundation Trust [2019] EWHC 1408 (QB) (10 June 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/1408.html,0,ml
Guest  v Guest & Anor [2019] EWHC 869 (Ch) (16 April 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/869.html,0,ml
Clifford v R [2019] EWCA Crim 545 (02 April 2019),2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/545.html,0,expert
Vance & Anor v Collerton & Anor [2019] EWHC 2866 (Ch) (08 November 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/2866.html,0,ml
Gallagher for Judicial Review (NI) [2019] UKSC 3 (30 January 2019),2019,https://www.bailii.org/uk/cases/UKSC/2019/3.html,0,expert
"Eli Lilly And Company v Genentech, Inc  [2019] EWHC 388 (Pat)  (01 March 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Patents/2019/388.html,0,expert
"Association of Independent Meat Suppliers & Anor, R (on the application of) v Food Standards Agency [2019] UKSC 36 (24 July 2019)",2019,https://www.bailii.org/uk/cases/UKSC/2019/36.html,0,ml
Revenue and Customs  v Frank A Smart & Son Ltd (Scotland) [2019] UKSC 39 (29 July 2019),2019,https://www.bailii.org/uk/cases/UKSC/2019/39.html,0,ml
"Newby Foods Ltd, R (on the application of) v Food Standards Agency [2019] UKSC 18 (3 April 2019)",2019,https://www.bailii.org/uk/cases/UKSC/2019/18.html,0,ml
Suttle v Walker [2019] EWHC 396 (QB) (18 January 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/396.html,0,expert
Taylor v Chesterfield Royal Hospital Nhs Foundation  Trust  [2019] EWHC 1043 (QB) (02 May 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/1048.html,0,expert
Bates & Ors v Post Office Ltd (No 3) [2019] EWHC 606 (QB) (15 March 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/606.html,0,expert
Alianca Navegacao E Logistica LTDA v  Ameropa SA [2019] EWHC 3152 (Comm) (22 November 2019),2019,https://www.bailii.org/ew/cases/EWHC/Comm/2019/3152.html,0,expert
Aprile SPA & Ors  v Elin Maritime Ltd [2019] EWHC 1001 (Comm) (18 April 2019),2019,https://www.bailii.org/ew/cases/EWHC/Comm/2019/1001.html,0,expert
McChleery  v R. [2019] EWCA Crim 2100 (29 November 2019),2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/2100.html,0,expert
"Love, R. v [2019] EWCA Crim 1945 (22 October 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/1945.html,0,expert
"Gorringe, R. v [2019] EWCA Crim 552 (27 March 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/552.html,0,ml
"Agro Foods (Ashford) Ltd, R. (on the application of)   v Food Standards Agency [2019] EWHC 2718 (Admin) (21 October 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/2718.html,0,expert
"Pilarczyk v  Regional Court In Poznan, Poland & Ors [2019] EWHC 3486 (Admin) (17 December 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/3486.html,0,expert
Bajaj Healthcare Ltd v Fine Organics Ltd [2019] EWHC 2316 (Ch) (05 September 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/2316.html,0,expert
"Zaman & Ors, R. v [2019] EWCA Crim 499 (06 March 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/499.html,0,expert
Windsor-Clive & Ors  v Rees & Anor [2019] EWHC 1008 (Ch) (18 April 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/1008.html,0,ml
Group Seven Ltd & Anor v Notable Services LLP & Anor (Rev 2) [2019] EWCA Civ 614 (11 April 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/614.html,0,ml
Balmoral Tanks Ltd & Anor v Competition And Markets Authority [2019] EWCA Civ 162 (15 February 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/162.html,0,ml
"Electronic Collar Manufacturers Association & Anor v The Secretary of State for Environment, Food and Rural Affairs [2019] EWHC 2813 (Admin) (24 October 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/2813.html,1,expert
"Cleansing Service Group Limited, R (On the Application Of) v Environment Agency [2019] EWCA Civ 157 (14 February 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/157.html,0,ml
James v Saunders [2019] EWHC 3265 (QB) (29 November 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/3265.html,0,ml
Thorpe v Frank & Anor [2019] EWCA Civ 150 (14 February 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/150.html,0,ml
"London Borough of Hillingdon, R (on the application of) v Secretary of Transport & Ors [2019] EWHC 3574 (Admin) (20 December 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/3574.html,0,expert
"YZ & Anor, R. v  [2019] EWCA Crim 466 (19 March 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/466.html,0,ml
Media-Saturn Holding GmbH & Ors v Toshiba Information Systems (UK) Ltd & Ors [2019] EWHC 1095 (Ch) (02 May 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/1095.html,0,expert
Naylor & Anor v Barlow & Ors [2019] EWHC 1565 (Ch) (19 June 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/1565.html,0,expert
Borwick Development Solutions Ltd v  Clear Water Fisheries Ltd [2019] EWHC 2272 (Ch) (24 July 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/2272.html,0,expert
Flatman v Wiles & Anor [2019] EWHC 3338 (Ch) (13 December 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/3338.html,0,expert
"Teva UK Ltd & Ors  v Gilead Sciences, Inc [2019] EWCA Civ 2272 (19 December 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/2272.html,0,ml
De Wit & Anor  v Arrowsmith & Anor [2019] EWHC 983 (Ch) (29 April 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/983.html,0,expert
Gladman Developments Ltd  v Secretary of State for Communities And Local Government & Ors [2019] EWCA Civ 1543 (12 September 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/1543.html,0,ml
"Langton, R (On the Application Of) v Secretary of State for Environment, Food And Rural Affairs & Anor [2019] EWCA Civ 1562 (17 September 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/1562.html,1,ml
DJ v The Welsh Minister & Ors [2019] EWCA Civ 1349 (01 August 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/1349.html,0,ml
Dulgheriu & Anor v The London Borough of Ealing [2019] EWCA Civ 1490 (21 August 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/1490.html,0,ml
"Wilson & Ors , R (On the Application Of) v The Prime Minister [2019] EWCA Civ 304 (04 March 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/304.html,0,ml
FSHC Group Holdings Ltd v Glas Trust Corporation Ltd (Rev 1) [2019] EWCA Civ 1361 (31 July 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/1361.html,0,ml
Serafin v Malkiewicz & Ors [2019] EWCA Civ 852 (17 May 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/852.html,0,ml
Ablynx NV & Anor v VHsquared Ltd & Ors [2019] EWCA Civ 2192 (10 December 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/2192.html,0,ml
Churston Golf Club Ltd  v  Haddock [2019] EWCA Civ 544 (03 April 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/544.html,0,ml
"Halabi, R (On the Application Of) v The Crown Court At Southwark [2020] EWHC 1053 (Admin) (01 May 2020)",2020,https://www.bailii.org/ew/cases/EWHC/Admin/2020/1053.html,0,ml
Endurance Corporate Capital Ltd v Sartex Quilts & Textiles Ltd [2020] EWCA Civ 308 (05 March 2020),2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/308.html,0,ml
"Leisure, Independence, Friendship And Enablement Services Ltd v Revenue And Customs [2020] EWCA Civ 452 (25 March 2020)",2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/452.html,1,ml
Canada Goose UK Retail Ltd & Anor v Unknown Persons [2020] EWCA Civ 303 (05 March 2020),2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/303.html,0,ml
Triad Group PLC & Ors v Makar [2020] EWHC 306 (QB) (14 February 2020),2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/306.html,0,expert
Winder v Director of Public Prosecutions [2020] EWHC 1611 (Admin) (19 June 2020),2020,https://www.bailii.org/ew/cases/EWHC/Admin/2020/1611.html,0,ml
"Harrison & Ors, R (On the Application Of) v Secretary of State for Justice  [2020] EWHC 2096 (Admin) (31 July 2020)",2020,https://www.bailii.org/ew/cases/EWHC/Admin/2020/2096.html,0,ml
Wynne-Finch & Ors v Natural Resources Body for Wales [2020] EWHC 1924 (Ch) (27 July 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/1924.html,0,expert
Gregory & Ors v A.R.G. (Mansfield) Ltd [2020] EWHC 1133 (Ch) (07 May 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/1133.html,0,expert
Halal Meat Sellers Committee Ltd & Anor v HMC (UK) Ltd [2020] EWHC 2190 (Comm) (10 August 2020),2020,https://www.bailii.org/ew/cases/EWHC/Comm/2020/2190.html,0,ml
KGaA v Merck Sharp & Dohme Corp & Ors [2020] EWHC 1273 (Ch) (20 May 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/1273.html,0,expert
"Friends of Antique Cultural Treasures Ltd, R (on the application of) v The Secretary of State for the Department of Environment, Food & Rural Affairs [2020] EWCA Civ 649 (18 May 2020)",2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/649.html,1,expert
Fimbank Plc v Discover Investment Corp [2020] EWHC 254 (Comm) (05 February 2020),2020,https://www.bailii.org/ew/cases/EWHC/Comm/2020/254.html,0,ml
ARC Aggregates Ltd v Branston Properties Ltd [2020] EWHC 1976 (Ch) (22 July 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/1976.html,0,ml
GDE LLC & Anor v Anglia Autoflow Ltd [2020] EWHC 105 (Comm) (31 January 2020),2020,https://www.bailii.org/ew/cases/EWHC/Comm/2020/105.html,0,ml
Red Bull GmbH v Big Horn UK Ltd  & Ors [2020] EWHC 124 (Ch) (30 January 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/124.html,0,expert
Easteye Ltd v Malhotra Property Investments Ltd & Ors [2020] EWHC 2606 (Ch) (01 June 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/2606.html,0,expert
"Olatunji & Anor, R. v [2020] EWCA Crim 1029 (28 July 2020)",2020,https://www.bailii.org/ew/cases/EWCA/Crim/2020/1029.html,1,ml
Bayer Plc & Anor v NHS Darlington CCG & Ors [2020] EWCA Civ 449 (25 March 2020),2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/449.html,0,expert
"Miller, R (On the Application Of) v The College of Policing & Anor [2020] EWHC 225 (Admin) (14 February 2020)",2020,https://www.bailii.org/ew/cases/EWHC/Admin/2020/225.html,0,ml
"Mills v Partridge, The Estate of & Anor [2020] EWHC 2171 (Ch) (05 August 2020)",2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/2171.html,0,ml
Wills & Anor v Sowray [2020] EWHC 939 (Ch) (15 April 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/939.html,0,ml
Financial Conduct Authority (FCA) v Avacade Ltd & Ors [2020] EWHC 26 (Ch) (08 January 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/26.html,0,ml
"Autonomous Non-Profit Organisation TV-Novosti, R (On the Application Of)  v The Office of Communications [2020] EWHC 689 (Admin) (27 March 2020)",2020,https://www.bailii.org/ew/cases/EWHC/Admin/2020/689.html,0,ml
The Financial Conduct Authority (FCA) v Arch Insurance (UK) Ltd & Ors [2020] EWHC 2448 (Comm) (15 September 2020),2020,https://www.bailii.org/ew/cases/EWHC/Comm/2020/2448.html,0,expert
"The National Farmers Union & Anor, R (on the application of) v Secretary of State for Environment, Food and Rural Affairs & Anor [2020] EWHC 1192 (Admin) (13 May 2020)",2020,https://www.bailii.org/ew/cases/EWHC/Admin/2020/1192.html,1,ml
Wrangle v Brunt & Anor [2020] EWHC 1784 (Ch) (06 July 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/1784.html,0,expert
Granville Technology Group Ltd & Ors v Infineon Technologies AG & Anor [2020] EWHC 415 (Comm) (25 February 2020),2020,https://www.bailii.org/ew/cases/EWHC/Comm/2020/415.html,0,ml
KGaA v Merck Sharp & Dohme Corp & Ors [2020] EWHC 2120 (Ch) (29 July 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/2120.html,0,expert
Garrett v Chief Constable of West Midlands Police [2020] EWHC 1866 (QB) (15 July 2020),2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/1866.html,1,ml
Pierson v Post,2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/1058.image.html,0,ml
Williams   v Williams & Ors [2020] EWHC 2624 (Ch) (08 October 2020),2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/2624.html,0,ml
"Highbury Poultry Farm Produce Ltd, R (on the application of) v Crown Prosecution Service [2020] UKSC 39 (16 October 2020)",2020,https://www.bailii.org/uk/cases/UKSC/2020/39.html,1,expert
Bank St Petersburg PJSC & Anor v Arkhangelsky & Anor [2020] EWCA Civ 408 (18 March 2020),2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/408.html,0,expert
Cotter v NICE [2020] EWHC 435 (Admin) (28 February 2020),2020,https://www.bailii.org/ew/cases/EWHC/Admin/2020/435.html,0,expert
Regeneron Pharmaceuticals Inc v Kymab Ltd [2020] UKSC 27 (24 June 2020),2020,https://www.bailii.org/uk/cases/UKSC/2020/27.html,0,expert
Broughton v R. (Rev 1) [2020] EWCA Crim 1093 (18 August 2020),2020,https://www.bailii.org/ew/cases/EWCA/Crim/2020/1093.html,0,expert
Edwards Lifesciences Corporation & Anor  v Meril GmbH & Anor [2020] EWHC 2562 (Pat) (29 September 2020),2020,https://www.bailii.org/ew/cases/EWHC/Patents/2020/2562.html,0,expert
"Akebia Therapeutics Inc v Fibrogen, Inc [2020] EWHC 866 (Pat) (20 April 2020)",2020,https://www.bailii.org/ew/cases/EWHC/Patents/2020/866.html,0,ml
Sheianov v Sarner International Ltd [2020] EWHC 1214 (QB) (15 May 2020),2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/1214.html,0,ml
"London Borough of Hackney v Persons Unknown In London Fields, Hackney (The 'prescribed Area') [2020] EWHC 1900 (QB) (13 July 2020)",2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/1900.html,0,ml
Hanson v Associated Newspapers Ltd [2020] EWHC 1048 (QB) (01 May 2020),2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/1048.html,0,ml
Birmingham City Council v  Afsar & Ors [2020] EWHC 864 (QB) (08 April 2020),2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/864.html,0,ml
NKX v Barts Health NHS Trust [2020] EWHC 828 (QB) (08 April 2020),2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/828.html,0,ml
"Rhino Enterprises Properties Ltd & Anor, Re [2020] EWHC 2370 (Ch) (03 September 2020)",2020,https://www.bailii.org/ew/cases/EWHC/Ch/2020/2370.html,0,expert
Lehtimaki & Ors v Cooper (Rev 1) [2020] UKSC 33 (29 July 2020),2020,https://www.bailii.org/uk/cases/UKSC/2020/33.html,0,ml
Bioplus Life Sciences Private Ltd & Ors v The Secretary of State for Health [2020] EWHC 329 (QB) (21 February 2020),2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/329.html,0,ml
Bass  v Ministry of Defence [2020] EWHC 36 (QB) (13 January 2020),2020,https://www.bailii.org/ew/cases/EWHC/QB/2020/36.html,0,ml
"Delve & Anor, R (On the Application Of) v The Secretary of State for Work And Pensions [2020] EWCA Civ 1199 (15 September 2020)",2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/1199.html,0,expert
A Local Authority v JB (Rev 2) [2020] EWCA Civ 735 (11 June 2020),2020,https://www.bailii.org/ew/cases/EWCA/Civ/2020/735.html,0,expert
Elefterescu  v The Royal College of Veterinary Surgeons [2020] UKPC 6  (10 February 2020),2020,https://www.bailii.org/uk/cases/UKPC/2020/6.html,0,ml
Merck Sharp & Dohme Ltd   v   Wyeth LLC [2020] EWHC 2636 (Pat) (15 October 2020),2020,https://www.bailii.org/ew/cases/EWHC/Patents/2020/2636.html,0,ml
Pullman Foods  Ltd  v The Welsh Ministers & Anor [2020] EWHC 2521 (TCC) (23 September 2020),2020,https://www.bailii.org/ew/cases/EWHC/TCC/2020/2521.html,0,ml
